sep=,
"Bintang","Petak","Layer","Elemen","Bentuk","Nama","Id","FileIkon","Status","Selesai","Kind","Deskripsi","Prompt","PathIkon"
"2","2","Rune","Arcane","Line2","Whetstone Rune","runeasah","Icon_runeasah.png","placeholder","","AuraOnly","2 long base. The only base that sharpens critical hits.","A rectangular whetstone slab worn smooth by long use, a single razor-thin diagonal groove honed across its face catching one sharp gleam of light, a dark calm carved base tile with low contrast on purpose, oiled arcane stone in #2A1147 with one restrained sliver of #B478FF light along the honed edge and a thin gold fleck of #D9A441 at the corner, shadows in #14100C, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runeasah.png"
"2","3","Rune","Arcane","Line3","Current Rune","runearus","Icon_runearus.png","placeholder","","Line","3 long base. Cuts cooldowns and eases mana cost.","A long stone channel strip carved with three parallel flowing wave grooves running its full length, dim liquid light rippling slowly along the channels like a quiet underground stream, a dark calm carved base tile with low contrast on purpose, deep arcane stone in #2A1147 with muted currents of #B478FF held low inside the grooves, shadows in #14100C, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runearus.png"
"2","4","Rune","Arcane","Square","Bastion Rune","runebenteng","Icon_runebenteng.png","placeholder","","Line","2x2 base. +60 max HP and +4 defence.","A square stone foundation tile carved with a squat crenellated tower motif, its battlements inlaid with a thin band of hammered gold metal, heavy and immovable like a fortress cornerstone, a dark calm carved base tile with low contrast on purpose, deep arcane stone in #2A1147 with a restrained gold inlay of #D9A441 and only a faint trace of #B478FF in the mortar lines, shadows in #14100C, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runebenteng.png"
"2","4","Rune","Arcane","Square","Siphon Rune","runesiphon","Icon_runesiphon.png","placeholder","","AuraOnly","2x2 base. Cuts cooldowns, feeds mana, and softens what casting costs.","A square stone drain tile carved with spiral grooves that all curl inward to a small round mouth at the center, thin wisps of pale mist being drawn down into the opening, a dark calm carved base tile with low contrast on purpose, deep arcane stone in #2A1147 with faint indrawn threads of #B478FF mist and a drain mouth of pure #14100C, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_runesiphon.png"
"2","4","Segel","Arcane","Square","Conduit Sigil","segelarus","Icon_segelarus.png","placeholder","","Passive","EVOLVED. +5 mana per second and -15% mana cost.","an evolved wax seal stamped with three carved channels meeting in a perfectly symmetrical triple-spiral knot, flat and embossed like a struck coin, double ring border with gold accent #D9A441 notches, channels in soft violet #B478FF on deep arcane purple #2A1147, calm and static with no flowing motion, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_segelarus.png"
"2","4","Segel","Arcane","Ell","Grand Sigil","segelagung","Icon_segelagung.png","placeholder","","Passive","EVOLVED. +55 max HP and +3 defence.","a massive ornate wax seal medallion stamped with a crowned heater shield, perfectly symmetrical heraldic emblem, flat and static like a royal charter stamp, double outer ring with gold filigree notches, glyph in glowing violet #B478FF on deep arcane purple #2A1147 with gold accent #D9A441, calm and authoritative, no motion and no sparks, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_segelagung.png"
"2","4","Segel","Arcane","SBend","Power Sigil","segeldaya","Icon_segeldaya.png","placeholder","","Passive","EVOLVED. Tiap musuh mati memberimu satu tumpukan POWER (maks 5).","an evolved heraldic seal stamped with a clenched armored gauntlet facing straight forward, perfectly symmetrical fist glyph, flat embossed stamp with a double ring and gold accent #D9A441 studs, glyph in bright violet #B478FF on deep arcane purple #2A1147, heavy and static with no impact lines and no motion, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_segeldaya.png"
"2","4","Segel","Arcane","Ell","Purifier Sigil","segelpemurni","Icon_segelpemurni.png","placeholder","","Passive","EVOLVED. Kutukan berakhir 40% lebih cepat, dan kamu pulih perlahan.","an evolved wax seal stamped with a symmetrical three-petal lotus rising from a shallow bowl, flat embossed emblem, double ring border with gold accent #D9A441 filigree, lotus in pale violet #B478FF on deep arcane purple #2A1147, serene and static with no light rays and no motion, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_segelpemurni.png"
"2","4","Segel","Arcane","Square","Razor Sigil","segeltajam","Icon_segeltajam.png","placeholder","","Passive","EVOLVED. +15% critical chance and +45% critical damage.","an evolved heraldic seal stamped with two mirrored dagger blades crossed point-down behind a small central diamond, flat embossed crest, double ring border with gold accent #D9A441 points, blades in bright violet #B478FF on deep arcane purple #2A1147, rigid and static with no slash marks and no motion, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_segeltajam.png"
"2","4","Skill","Arcane","Square","Aegis","wardaegis","Icon_wardaegis.png","placeholder","","?14","Perisai menyerap 95 damage selama 9 detik.","A tall kite shield of translucent glowing energy with a bold diamond boss at its center, calm and steady, a thin hexagonal facet pattern faintly visible across its face. Symmetric and non-aggressive. Arcane palette: bright violet #B478FF shield on deep void purple #2A1147, gold accent #D9A441 boss. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_wardaegis.png"
"2","4","Skill","Arcane","Square","Cleansing Dawn","fajarpembersih","Icon_fajarpembersih.png","placeholder","","Cleanse","EVOLVED. Membuang semua kutukan dan menyembuhkan sekalian.","A rising half-sun cresting a low horizon line, wide rounded rays fanning upward, broken chain links falling away below the horizon while a small heart-shaped droplet floats above the sun. Calm, warm, symmetric. Arcane palette: parchment gold #E8D9B0 sun with gold accent #D9A441 rays on deep void purple #2A1147, violet #B478FF chain fragments. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_fajarpembersih.png"
"2","4","Skill","Arcane","Tee","Gravity Well","gravitywell","Icon_gravitywell.png","placeholder","","AreaAtTarget","EVOLVED. Hauls the pack together. The setup every reaction wants.","A dense heavy orb at center bending three concentric rings inward like a stretched net sagging under weight, four small debris pebbles being pulled along the rings toward the orb. Arcane palette: bright violet #B478FF rings on deep void purple #2A1147, ink #14100C orb core. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_gravitywell.png"
"2","4","Skill","Arcane","SBend","Greater Heal","greaterheal","Icon_greaterheal.png","placeholder","","Heal","EVOLVED. A real heal, but you wait a long time for it.","A wide ornate chalice overflowing with glowing liquid light, two soft droplets rising upward from the brim like slow inverted rain. Calm, rounded, symmetric, non-aggressive. Arcane palette: parchment #E8D9B0 light in a gold accent #D9A441 chalice on deep void purple #2A1147. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_greaterheal.png"
"2","4","Skill","Arcane","Ell","Mana Well","manawell","Icon_manawell.png","placeholder","","?16","Mengisi mana sampai PENUH. Gratis, tapi menunggu sampai manamu tinggal di","A small round stone well with a wooden crossbeam, a column of glowing star-flecked liquid rising gently out of its mouth like slow reverse rain. Calm, rounded, non-aggressive. Arcane palette: bright violet #B478FF liquid and star motes on deep void purple #2A1147 stone, gold accent #D9A441 crossbeam. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_manawell.png"
"2","4","Skill","Arcane","Tee","Quickcast","quickcastsigil","Icon_quickcastsigil.png","placeholder","","?15","SEMUA skill di buku menembak 30% lebih sering selama 6 detik. Nilainya ikut","Three bold chevron arrows stacked in a fast-forward formation, each one brighter and larger than the last, thin speed streaks trailing off the leading chevron, framed inside a faint circular sigil ring. Arcane palette: bright violet #B478FF chevrons with gold accent #D9A441 leading edge on deep void purple #2A1147. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_quickcastsigil.png"
"2","4","Skill","Arcane","Tee","Sunder","sunder","Icon_sunder.png","placeholder","","?11","EVOLVED. Meledakkan SETIAP musuh ber-POISON sebesar poin yang menumpuk padanya,","A huge glowing venom droplet fractured by a single deep crack, caught the instant it detonates: sharp splinters and smaller droplets blasting outward in a clean radial burst. Arcane palette: bright sickly violet #B478FF droplet and burst on deep void purple #2A1147, ink #14100C crack. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_sunder.png"
"2","4","Skill","Arcane","Square","Void Lance","voidlance","Icon_voidlance.png","placeholder","","Line","EVOLVED. Opens a seam across the field. Applies BLEED.","A long needle-thin lance of solid darkness piercing horizontally across the frame, the space along its length split open into a glowing seam that peels apart like torn cloth. Arcane palette: ink #14100C lance with bright violet #B478FF seam glow on deep void purple #2A1147. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_voidlance.png"
"2","4","Skill","Fire","SBend","Ashfall","ashfall","Icon_ashfall.png","placeholder","","Zone","EVOLVED. Burning ash that settles and keeps burning.","a low smouldering heap of grey ash with glowing cracks snaking through it, three large ash flakes drifting down from above still edged in fire, faint heat shimmer rising, bright orange #FF6A26 cracks and flake edges over deep ember red #7A1F0B ash body, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_ashfall.png"
"2","4","Skill","Fire","Square","Greater Fireball","greaterfireball","Icon_greaterfireball.png","placeholder","","Projectile","EVOLVED. Far heavier than the bolt it came from, and no slower. Fills a","a huge dense sphere of fire hurtling diagonally, molten cracked core like a clenched fist of burning coals, double layered flame tail twice the length of the head, embers streaming off both tail edges, bright orange #FF6A26 flame over deep ember red #7A1F0B cracked core, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_greaterfireball.png"
"2","4","Skill","Fire","Tee","Inferno Wave","infernowave","Icon_infernowave.png","placeholder","","Line","EVOLVED. A wall of fire, wide enough to catch a crowd.","a wide advancing wall of fire seen from the front, a solid curtain of tall flame tongues stretching edge to edge, the base a straight burning line on scorched ground, bright orange #FF6A26 flame wall over deep ember red #7A1F0B base and ground, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_infernowave.png"
"2","4","Skill","Fire","Ell","Rolling Ember","emberroll","Icon_emberroll.png","placeholder","","?18","Bola bara yang MENGGELINDING menembus gerombolan dan melindas semua yang","a massive round boulder of packed burning coals rolling to the right, curved motion lines behind it and a flattened trail of crushed embers under its path, cracks of fire between the coal chunks, bright orange #FF6A26 fire seams over deep ember red #7A1F0B coal mass, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_emberroll.png"
"2","4","Skill","Fire","Square","Steam Burst","steamburst","Icon_steamburst.png","placeholder","","Nova","EVOLVED. Scalding burst - fire and ice meeting at once. Fills a 2x2 base.","a violent burst split down the middle where fire meets ice, left half jagged orange flame tongues, right half billowing pale steam clouds, a bright scalding star at the seam where they collide, bright orange #FF6A26 flame side and pale ice blue #6FD6FF steam side over deep ember red #7A1F0B core shadow, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_steamburst.png"
"2","4","Skill","Fire","SBend","Sun Lance","sunlance","Icon_sunlance.png","placeholder","","?17","Menandai tanah, lalu menghantam 0.9 detik kemudian. Yang sempat menyingkir,","a slender spear of concentrated sunlight stabbing straight down into a small marked circle on the ground, the target ring glowing in warning before impact, a small flare where the lance tip meets the mark, radiant gold #D9A441 lance with bright orange #FF6A26 flare over deep ember red #7A1F0B target ring, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_sunlance.png"
"2","4","Skill","Ice","SBend","Blizzard","blizzard","Icon_blizzard.png","placeholder","","Nova","EVOLVED. Wide freezing blast centred on you. Applies CHILL.","a wide expanding ring of jagged frost bursting outward from a bright center point, the ring broken by two curling gusts of wind sweeping around its rim, ragged snow spray flying off the outer edge, pale ice #6FD6FF ring and gusts over deep teal #123A52 shadow, white flash at the epicentre, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_blizzard.png"
"2","4","Skill","Ice","Ell","Frostbite Field","frostbitefield","Icon_frostbitefield.png","placeholder","","Zone","EVOLVED. Freezes the ground itself. Everything inside crawls.","a tilted diamond-shaped slab of ground sheeted over in ice, deep frozen cracks spidering outward from its center, three short crystal spikes jutting up from the far edge, glassy pale ice #6FD6FF surface with deep teal #123A52 crack lines and one white sheen streak, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_frostbitefield.png"
"2","4","Skill","Ice","Square","Glacial Spike","glacialspike","Icon_glacialspike.png","placeholder","","Projectile","EVOLVED. Single target, and it hits like nothing else its size.","one massive heavy spear of ancient glacier ice pointing diagonally upward, thick faceted body tapering to a brutal single point, small frost chips breaking off its base from sheer momentum, dense pale ice #6FD6FF facets over deep teal #123A52 core shadow, white highlight along the killing edge, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_glacialspike.png"
"2","4","Skill","Ice","Square","Snowstorm","badaisalju","Icon_badaisalju.png","placeholder","","Zone","EVOLVED. A freezing storm that stays on the ground. Applies CHILL.","a squat spinning snow vortex hugging the ground, a low wide cone of swirling wind curls anchored to a frozen oval patch of earth, two heavy spiral bands wrapping the funnel, pale ice #6FD6FF snow bands over a deep teal #123A52 storm body with white fleck highlights, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_badaisalju.png"
"2","4","Skill","Lightning","Square","Chain Lightning","chainlightning","Icon_chainlightning.png","placeholder","","Chain","EVOLVED. Leaps five times. Reaches far past its own range.","One long thick lightning bolt striking down and ricocheting through three small dark orbs in a rising zigzag path, each bend of the bolt wide and angular like folded metal, orbs in storm umber #4A3A00, bolt in bright golden yellow #FFD84D growing a small flare at every strike point, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_chainlightning.png"
"2","4","Skill","Lightning","Ell","Thunderclap","thunderclap","Icon_thunderclap.png","placeholder","","Nova","EVOLVED. A blast centred on you, wide enough to clear a ring.","A central starburst flash with two thick concentric jagged shockwave rings blasting outward around it, the rings drawn as wide sawtooth circles like a cymbal crash frozen mid-boom, flash and inner ring in bright golden yellow #FFD84D, outer ring fading to storm umber #4A3A00, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_thunderclap.png"
"3","5","Skill","Arcane","Wedge","Null Sphere","nullsphere","Icon_nullsphere.png","placeholder","","Nova","EVOLVED. Unmakes whatever stands too close. Applies BLEED.","A perfect matte black sphere with a thin bright ring of unraveling reality around its equator, jagged shards of the surrounding space peeling off and being erased at its edge. Arcane palette: ink #14100C sphere with bright violet #B478FF erasure ring on deep void purple #2A1147. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_nullsphere.png"
"3","5","Skill","Arcane","Cross","Plague Bloom","plaguebloom","Icon_plaguebloom.png","placeholder","","Zone","EVOLVED. A spreading bloom of rot. The heaviest POISON there is.","A huge rotting flower in full bloom, five wilting petals curling outward with torn edges, a cloud of round spore puffs drifting up from its dark center. Arcane palette: bright sickly violet #B478FF petals on deep void purple #2A1147, ink #14100C flower heart. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_plaguebloom.png"
"3","5","Skill","Arcane","Cup","Rupture","rupture","Icon_rupture.png","placeholder","","?11","EVOLVED. Semua luka terbuka pecah sekaligus.","A dark rounded orb splitting apart along deep jagged fault lines, bright light and fat droplets bursting outward through every crack simultaneously, a violent radial explosion frozen mid-blast. Arcane palette: ink #14100C orb with bright violet #B478FF burst on deep void purple #2A1147. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_rupture.png"
"3","5","Skill","Arcane","Cup","Void Step","voidstep","Icon_voidstep.png","placeholder","","?13","'Melompat 11 unit menjauh dan meninggalkan bayangan: +40% damage dan lari","A hooded figure stepping forward out of a vertical torn slit in space, while its pitch-black shadow twin remains standing inside the tear behind it, eyes glowing. Arcane palette: bright violet #B478FF figure and tear-glow on deep void purple #2A1147, ink #14100C shadow twin. dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_voidstep.png"
"3","5","Skill","Fire","Wedge","Firestorm Core","firestormcore","Icon_firestormcore.png","placeholder","","AreaAtTarget","EVOLVED. Drops a burning core into the thick of them.","a cracked molten orb dropping from above into the center of a swirling vortex of flame, the core a heavy sphere with fissures of white-hot light, spiral fire arms wrapping around its fall, bright orange #FF6A26 vortex over deep ember red #7A1F0B core shell with a gold #D9A441 hot center, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_firestormcore.png"
"3","5","Skill","Fire","Wedge","Frenzy Release","lepasamuk","Icon_lepasamuk.png","placeholder","","AreaAtTarget","'EVOLVED. MENGHABISKAN semua tumpukan FRENZY: +55% damage per tumpukan.","a heavy iron shackle snapping apart mid-air, both broken halves flung outward as a pent-up fan of flame erupts from between them, chain links scattering in the blast, bright orange #FF6A26 eruption over deep ember red #7A1F0B iron shackle with gold #D9A441 blast heart, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_lepasamuk.png"
"3","5","Skill","Fire","Cross","Meteor","meteor","Icon_meteor.png","placeholder","","AreaAtTarget","EVOLVED. Falls out of the sky onto the densest pack. Applies BURN.","a jagged burning boulder plunging steeply from the upper right, long flame trail streaking behind it, small shockwave ring already forming on the ground beneath its shadow, bright orange #FF6A26 trail over deep ember red #7A1F0B rock with gold #D9A441 leading edge, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_meteor.png"
"3","5","Skill","Fire","Wedge","Sun Strike","sunstrike","Icon_sunstrike.png","placeholder","","?17","Pilar matahari. Lingkarannya lebih lebar dan aba-abanya lebih pendek.","a broad blazing pillar of sunfire slamming down from a small sun disc onto a wide glowing ring on the ground, flame licking outward where the column meets the circle, radiant gold #D9A441 pillar and sun over bright orange #FF6A26 impact flames and deep ember red #7A1F0B ground ring, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_sunstrike.png"
"3","5","Skill","Ice","Cup","Frost Prism","prismabeku","Icon_prismabeku.png","placeholder","","Chain","EVOLVED. Shattering ice, chaining through five enemies. Applies CHILL.","a floating faceted ice prism, a sharp geometric hexagonal crystal hovering at center, refracting one bright beam that kinks in a zigzag chain through three smaller crystal shards arranged around it, glassy pale ice #6FD6FF crystal faces over deep teal #123A52 depths, white beam and facet glints, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_prismabeku.png"
"3","5","Skill","Ice","Cross","Rime Nova","rimenova","Icon_rimenova.png","placeholder","","Nova","EVOLVED. Everything within seven metres freezes solid.","a double concentric burst of thick hoarfrost, an inner crown of stout ice spikes and an outer broken ring of feathery frost-fern crystals expanding beyond it, the whole nova radiating from a solid frozen heart, heavy pale ice #6FD6FF crystal growth over deep teal #123A52 ring shadow, white bloom at the heart, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_rimenova.png"
"3","5","Skill","Lightning","Cross","Ion Storm","ionstorm","Icon_ionstorm.png","placeholder","","Zone","EVOLVED. Petak bermuatan yang berjalan pelan sendiri, terus menembak lama","A squat anvil-shaped thundercloud hovering low over a glowing ground disc, the cloud dense and heavy like a rolling boulder, firing two thick vertical lightning columns down into the disc, cloud in storm umber #4A3A00 and ink #14100C, bolts and disc glow in bright golden yellow #FFD84D, dark fantasy game asset, toon shaded, thick uniform black outline, flat cel shading with only two tone steps, limited palette, strong rim light from upper left, bold readable silhouette, centered, no text, no watermark, no border frame, transparent background, painterly-graphic hybrid in the style of Hades and Cult of the Lamb","D:\GameGamma\Project_S1(fix)\Assets\GameData\Icons\Icon_ionstorm.png"
